msd,ls,pressure
49283.91666666644,158.53971552855293,738.6008107673513
49283.9583333331,158.5622642931677,749.2410019719499
49283.99999999977,158.5848147199697,755.8116522366605
49284.04166666643,158.60736680767909,756.7479127407471
49284.083333333096,158.62992055671162,759.257244616136
49284.12499999976,158.65247596681357,761.5722693554656
49284.166666666424,158.6750330370704,764.6271857691186
49284.20833333309,158.69759177151673,766.6235052523905
49284.24999999975,158.7201521076022,767.4127595217602
49284.29166666642,158.7427141298645,776.8396503569404
49284.33333333308,158.76527794338446,785.5276591188309
49284.374999999745,158.7878433261558,773.735277126781
49284.41666666641,158.81041037195843,752.210264355782
49284.458333333074,158.83297907910577,738.3275137496289
49284.49999999974,158.85554939265623,728.1840458196502
49284.5416666664,158.87812139219807,717.5033353803086
49284.58333333307,158.90069518435132,706.9362237448848
49284.62499999973,158.92327054709102,697.6541701492812
49284.666666666395,158.94584757416456,692.9837000460411
49284.70833333306,158.96842626365103,690.6781693216295
49284.74999999972,158.99100661899777,695.5104888465492
49284.79166666639,159.01358863885653,717.1592528760449
49284.83333333305,159.03617223048545,737.3368912733791
49284.874999999716,159.058757663117,738.1405075203884
49284.91666666638,159.08134469009912,739.0262863842588
49284.958333333045,159.10393336960658,750.2039348044847
49284.99999999971,159.12652371626186,756.0473839977763
49285.04166666637,159.14911572881337,756.6549427681348
49285.08333333304,159.17170940762063,759.4336646441952
49285.1249999997,159.1943046851443,762.0088095320859
49285.166666666366,159.21690180770338,765.1437198532719
49285.20833333303,159.23950034682468,766.9212024091538
49285.249999999694,159.2621006916412,768.0356185856
49285.29166666636,159.28470279760825,778.2311623283806
49285.33333333302,159.30730647740856,786.7054663755239
49285.37499999969,159.32991182304687,774.314186050065
49285.41666666635,159.3525188379714,752.9315144382128
49285.458333333016,159.37512749153902,739.1324845452259
49285.49999999968,159.39773777717932,728.6900553921766
49285.541666666344,159.42034979598182,717.8692789040877
49285.58333333301,159.44296357787087,707.1823827725
49285.62499999967,159.46557893461576,697.675807977096
49285.66666666634,159.4881959586537,692.7905466935321
49285.708333333,159.51081465307507,690.4810696684541
49285.749999999665,159.5334350168655,695.6911061716507
49285.79166666633,159.55605705023828,717.4654845883571
49285.833333332994,159.57868065886387,737.3012379147975
49285.87499999966,159.60130611715323,738.1693674077279
49285.91666666632,159.6239331679936,739.4442026354789
49285.95833333299,159.64656188291852,750.6281383024179
49285.99999999965,159.66919226563272,756.2758719919159
49286.041666666315,159.6918243205556,756.7423005614139
49286.08333333298,159.7144580463885,759.559935575912
49286.12499999964,159.7370934436135,762.2899574421541
49286.16666666631,159.75973051038375,765.5271196822343
49286.20833333297,159.78236925108516,767.4005530945898
49286.249999999636,159.8050096611037,768.6332064448811
49286.2916666663,159.82765174556332,778.8665608597901
49286.333333332965,159.85029549974018,787.1710814329704
49286.37499999963,159.87294092768482,774.6001085271465
49286.41666666629,159.89558802815623,753.3805488045585
